image_id,file_path,label,class_name,readable,width,height,channels,mean_pixel,pixel_std,file_hash,usable,notes,split
confident_0799,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0799.jpg,1,lens,1,128,128,3,35.041483561197914,14.860617071934854,7ab211870f376df3cf2db6f91fa643b9ad82d7ea93b808a68fab9bbd9d2f0a24,1,,train
nonlens_0815,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0815.jpg,0,presumed_non_lens,1,128,128,3,111.90480550130208,46.8615079508544,f3cb198e11a93550fea7fd8a6f07080e2b7b3e388bf8ed4fb25512ddb0fc66c8,1,,train
nonlens_0728,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0728.jpg,0,presumed_non_lens,1,128,128,3,49.70404052734375,38.92461332384842,1bb1e3adf9839dee226811adea15a3ec664ca6a6d4e652d235433c1eebaf9903,1,,train
nonlens_1467,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_1467.jpg,0,presumed_non_lens,1,128,128,3,56.964680989583336,39.23145095588438,f317e43eef87c4601fd89236f0df8180f3eaed504414ec8c237b39e3aa5be8f1,1,,train
nonlens_0157,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0157.jpg,0,presumed_non_lens,1,128,128,3,47.867106119791664,40.167228035199386,afc71420229ca797a9bebae8f6e74aae22ac7cc28b73768b052605ed9824916c,1,,train
nonlens_0718,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0718.jpg,0,presumed_non_lens,1,128,128,3,58.40582275390625,44.58975781208133,43723d93a861f72d6e2520c5bd06e244e7fa7304d280e9218aac71b3a6a3376d,1,,train
confident_0845,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0845.jpg,1,lens,1,128,128,3,35.29463704427084,15.316976297734891,449befedaa2594ed20cacf5566137532759a88c4ee870bd91bc81e05f265f003,1,,train
nonlens_1661,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_1661.jpg,0,presumed_non_lens,1,128,128,3,88.98146565755208,52.98275113689491,901536524d049c89b698a6f981d51529fe86e4e3f99539452c6e428c4a32d3cc,1,,train
confident_0475,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0475.jpg,1,lens,1,128,128,3,39.3223876953125,27.223956880258644,e0f2a64dbfe0c9989cec0e5d9c6df74f7d8912eb5da92ecb2f37983dc30b772a,1,,train
nonlens_0577,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0577.jpg,0,presumed_non_lens,1,128,128,3,54.46673583984375,35.74996062251362,4b6f7f991a181bcc4a4167a43674c8fa7aa04e45be8512a6bbaab2bfdab41710,1,,train
nonlens_0328,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0328.jpg,0,presumed_non_lens,1,128,128,3,144.85062662760416,44.83485033020716,f6a39d51c2896b6824bf25ef38392f22ad658153b41705629e96636a26ec8640,1,,train
nonlens_1904,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_1904.jpg,0,presumed_non_lens,1,128,128,3,145.30562337239584,69.48882292388059,6d256950aac613c9c653e5c8113e335bf1b1f4f25661d66f1a08a20acbf1c76b,1,,train
confident_0466,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0466.jpg,1,lens,1,128,128,3,47.21219889322917,29.7765669020702,0508102db9ed2f28e039441c7a5601d8dc0b3e305dcbff186b91beb5d3fd5fd1,1,,train
confident_0231,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0231.jpg,1,lens,1,128,128,3,34.20650227864584,10.75415905066682,1581ee24e05295bfd8033d3835df4edc4acd565b06351ddc5bc55c05b0f8d80c,1,,train
nonlens_1323,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_1323.jpg,0,presumed_non_lens,1,128,128,3,58.58534749348959,45.01516263991571,d3557db8a08f24be3c375e887b6374397708fa438adacb473c9def2f6956d41b,1,,train
confident_1557,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_1557.jpg,1,lens,1,128,128,3,47.265889485677086,35.27815960522412,7373e2bc3b17ccca97b6d4af7f24d7753f1af8089f0003e9cffb23772d7543c7,1,,train
confident_1946,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_1946.jpg,1,lens,1,128,128,3,35.247945149739586,14.320453357631008,2c0bc3c43457fce5795437bed8c8f63ccfbf2026ff642b665e90903adfcd560c,1,,train
nonlens_1042,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_1042.jpg,0,presumed_non_lens,1,128,128,3,52.46197509765625,41.034517705213865,5dca27c12fcb9675f5639301ab567835fe5990f332931bc210632de6c0f07db8,1,,train
confident_0767,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0767.jpg,1,lens,1,128,128,3,38.062642415364586,24.541842741857803,9dbe0637edccf717e4824c5759df7861be2e3c873e22f131a086df2c563c7639,1,,train
confident_1018,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_1018.jpg,1,lens,1,128,128,3,40.08819580078125,26.28813213095062,8be62aef008472f1de0875c3f308b9963dcf8558c716b50c23b0b79784485b8d,1,,train
nonlens_1775,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_1775.jpg,0,presumed_non_lens,1,128,128,3,81.84010823567708,51.65900541421041,53805646336c027f52b259cf393df38f4777a169bea0a92232ef2f0ebf70e1ba,1,,train
nonlens_0075,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0075.jpg,0,presumed_non_lens,1,128,128,3,58.77152506510416,45.96122948323266,8db1763bf08f631332b6a386502b36e3ba834c7af9411f44d1342c79d23f6ad2,1,,train
nonlens_1512,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_1512.jpg,0,presumed_non_lens,1,128,128,3,73.58583577473958,58.143772845390224,133906b936f36bc51bb0f30cfe5f00e0eb2eea430ff630e5779df11f7c61b928,1,,train
nonlens_0612,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0612.jpg,0,presumed_non_lens,1,128,128,3,54.91249593098959,38.69594753841776,f073649ccdd78439eab8ce22dc5b798c51ee2023233e7838fa7d00f37990e07a,1,,train
confident_1929,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_1929.jpg,1,lens,1,128,128,3,39.38895670572917,21.788672630492584,5d97af1f564b0eed6cc8ee54f03f9f7ae3c0b2534a74002dba1f0eaf0403f179,1,,train
confident_0322,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0322.jpg,1,lens,1,128,128,3,34.638590494791664,16.77308023991566,85752efbcecb1a84c9c63370ab0b7e703ee672ec4513a10485f30e8cf159d0f6,1,,train
confident_0296,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0296.jpg,1,lens,1,128,128,3,38.064860026041664,21.90534596505832,339e21084471217e14d924bf3157d37e77a2aee4b344b6f6740bcafdb47d766d,1,,train
nonlens_0413,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0413.jpg,0,presumed_non_lens,1,128,128,3,51.227071126302086,38.04931777406908,38815f7a9ed7c0d729f514f153cb6bc36bf90319e7578871b4b591587eac31da,1,,train
nonlens_0567,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0567.jpg,0,presumed_non_lens,1,128,128,3,62.7593994140625,54.01125541605623,e15d4a1ad2a32b75fdaceed65bafc428d0a1bdf0c283116037da9aaa94eb2c8c,1,,train
confident_0484,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0484.jpg,1,lens,1,128,128,3,59.64536539713541,31.773845495520224,471d901539cb3d1fc49dff4298e9fb9cd6b061f388b6ec2a6377df5cdb49c614,1,,train
