galaxy10_index,ra,dec,galaxy10_class,morphology,redshift,original_pxscale,nearest_lenscat_arcsec,image_id,label,class_name,cutout_url,file_path,survey_layer,cutout_size,cutout_pxscale,download_status,http_status,width,height,mean_pixel,pixel_std,usable,suspected_lens,notes,error
3813,237.08530256246965,13.927042153933485,2,round_smooth,0.13460755,0.262,5803.408914954935,nonlens_0035,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=237.08530256246965&dec=13.927042153933485&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0035.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
15969,117.66324607199384,19.2551491251992,9,edge_on_with_bulge,0.050320312,0.262,2765.0129696499016,nonlens_0036,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=117.66324607199384&dec=19.2551491251992&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0036.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
5393,234.7892608642578,21.344242095947266,2,round_smooth,0.1440534,0.262,1651.367164112817,nonlens_0037,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=234.7892608642578&dec=21.344242095947266&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0037.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
10268,206.3362896410137,-1.968847931539363,6,unbarred_tight_spiral,0.075679354,0.262,1556.664012608508,nonlens_0038,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=206.3362896410137&dec=-1.968847931539363&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0038.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
8358,328.1522892887215,-7.702647186936857,5,barred_spiral,0.035005484,0.262,3730.177506231907,nonlens_0039,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=328.1522892887215&dec=-7.702647186936857&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0039.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
4475,163.36200850859842,2.0694134272215496,2,round_smooth,0.039995752,0.262,1516.6174392997793,nonlens_0040,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=163.36200850859842&dec=2.0694134272215496&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0040.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
14163,227.6623992919922,32.184410095214844,7,unbarred_loose_spiral,0.1658307,0.262,299.81290184755915,nonlens_0041,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=227.6623992919922&dec=32.184410095214844&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0041.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
8346,144.21859349978794,3.1373526654338284,5,barred_spiral,0.027770627,0.262,2372.6534183737253,nonlens_0042,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=144.21859349978794&dec=3.1373526654338284&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0042.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
9268,258.0385131835937,31.969820022583008,5,barred_spiral,0.03684735,0.262,1859.2935078848402,nonlens_0043,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=258.0385131835937&dec=31.969820022583008&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0043.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
4861,171.95420837402344,53.73943710327149,2,round_smooth,0.04916706,0.262,1604.3273295094968,nonlens_0044,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=171.95420837402344&dec=53.73943710327149&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0044.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
17475,140.52725219726562,58.1834831237793,9,edge_on_with_bulge,0.05986402,0.262,3338.115319259023,nonlens_0045,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=140.52725219726562&dec=58.1834831237793&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0045.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
8951,245.5745849609375,51.14977264404297,5,barred_spiral,0.05491674,0.262,2598.709782919899,nonlens_0046,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=245.5745849609375&dec=51.14977264404297&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0046.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
16764,225.9437198244216,8.860919884109972,9,edge_on_with_bulge,0.114524215,0.262,2438.796222358449,nonlens_0047,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=225.9437198244216&dec=8.860919884109972&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0047.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
10187,318.2308410672915,1.6670317733889592,6,unbarred_tight_spiral,0.018359397,0.262,3316.4260123208296,nonlens_0048,0,presumed_non_lens,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=318.2308410672915&dec=1.6670317733889592&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\non_lens\nonlens_0048.jpg,ls-dr10,128,0.262,already_downloaded,,,,,,,,,
