epoch,train_loss,train_accuracy,train_roc_auc,val_loss,val_accuracy,val_roc_auc
28,0.2195842970738258,0.9307580174927114,0.9723645136453439,0.22397998603833777,0.9285714285714286,0.9715055320627932
29,0.21388516698912352,0.9274781341107872,0.9733770929343463,0.21123051724466338,0.9336734693877551,0.9735271968950936
30,0.21923795968033483,0.922740524781341,0.9728535101595808,0.2136313594928404,0.935374149659864,0.9731564617969067
31,0.22344282173901883,0.9263848396501457,0.9719569278674273,0.22082577676189188,0.9302721088435374,0.9729479233041766
32,0.21278292592343367,0.9318513119533528,0.9734127433875062,0.22878256217152082,0.9251700680272109,0.9732201818919076
33,0.2179945338919281,0.9289358600583091,0.973146695229597,0.24261960448050984,0.9200680272108843,0.9711753461159706
34,0.2090215465330869,0.9318513119533528,0.9741151105243863,0.21575374424863022,0.9268707482993197,0.9734345131205469
35,0.2048382005781891,0.9354956268221575,0.9739592063038514,0.21010993816414658,0.9387755102040817,0.9763192956033134
36,0.20665331958160457,0.9303935860058309,0.9748004505791602,0.21139000102776248,0.9336734693877551,0.976406186641951
37,0.20027794777999466,0.935131195335277,0.9754171502091937,0.23043091808046615,0.9302721088435374,0.9740485431269188
38,0.2040342490892021,0.9325801749271136,0.9758968350379039,0.20939600467681885,0.935374149659864,0.9780281526965185
39,0.20330586190995253,0.9362244897959183,0.9760753533518608,0.219981172863318,0.9302721088435374,0.9773793662746915
40,0.20118301655043666,0.9347667638483965,0.9763368786910857,0.21727830090490327,0.9319727891156463,0.975624167294213
41,0.20193497109995293,0.9300291545189504,0.9759535032955385,0.22572091830020047,0.9302721088435374,0.9773446098592365
42,0.20248395782344195,0.9391399416909622,0.9757143260015783,0.21251055152237822,0.935374149659864,0.9772229624051441
43,0.1924790184152022,0.9362244897959183,0.9758848628707979,0.2233683791290335,0.9319727891156463,0.9778369924115159
44,0.19388817224662436,0.9329446064139941,0.9785240605972568,0.20530858940007735,0.9370748299319728,0.9783815095869779
45,0.19003068795834963,0.9373177842565598,0.9780909341961808,0.21184487630720852,0.9336734693877551,0.9777616868446967
46,0.19066288771851764,0.9391399416909622,0.9786858178772658,0.2254658978001601,0.9302721088435374,0.9792620054451717
47,0.18638104235118055,0.935131195335277,0.9791216047599208,0.21129615838024893,0.9319727891156463,0.9784452296819788
48,0.1892727033476788,0.9395043731778425,0.9786198379341042,0.23169460730487798,0.9268707482993197,0.9762961246596767
49,0.19312338930698594,0.939868804664723,0.9762956412266095,0.22379331523869314,0.9319727891156463,0.9791751144065342
50,0.18350979475081836,0.9380466472303207,0.9792562251278227,0.25751670546272176,0.9098639455782312,0.9748479406823842
51,0.19089517259085143,0.9347667638483965,0.979208868555715,0.2050682162346483,0.9336734693877551,0.9789723686497133
52,0.18178402254515416,0.9391399416909622,0.978775210058323,0.20176850695188353,0.935374149659864,0.9801019521520012
53,0.18821700206216502,0.9376822157434402,0.9783101578782979,0.20324150437400454,0.935374149659864,0.9794184093147194
54,0.18777732055840618,0.9365889212827988,0.9783165430340878,0.21937863761875906,0.9336734693877551,0.9794763366738111
55,0.17876493620194778,0.9424198250728864,0.980236878637876,0.21288873407305503,0.9336734693877551,0.9799803046979088
56,0.17988490015702763,0.9438775510204082,0.9797904498289045,0.20656813873725682,0.935374149659864,0.9797717662051788
57,0.18012215634780793,0.940597667638484,0.9793690295467764,0.20905130371755484,0.9336734693877551,0.9803046979088224
58,0.18182204915726496,0.9402332361516035,0.9796026198294205,0.22539269234858403,0.9336734693877551,0.978897063082894
59,0.18078146814083568,0.9424198250728864,0.9794084046741469,0.2176671824893173,0.9319727891156463,0.9794763366738111
60,0.18210055242474504,0.9395043731778425,0.9786214342230516,0.2095671107574385,0.9336734693877551,0.9801772577188206
