image_id,name,RA [deg],DEC [deg],type,grading,grading_group,label,cutout_url,file_path,download_status,http_status,width,height,error
probable_0016,DESI-031.1304-19.3899,31.13042,-19.3899,galaxy,probable,probable,1,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=31.13042&dec=-19.3899&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\probable\probable_0016.jpg,already_downloaded,,,,
probable_0017,J2311+0451 | 253,347.88029,4.85177,galaxy,probable,probable,1,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=347.88029&dec=4.85177&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\probable\probable_0017.jpg,already_downloaded,,,,
probable_0018,NSCS J125927+363740,194.86112,36.62774,galaxy,probable,probable,1,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=194.86112&dec=36.62774&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\probable\probable_0018.jpg,already_downloaded,,,,
probable_0019,DESI-206.0760+23.4079,206.076,23.40791,galaxy,probable,probable,1,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=206.076&dec=23.40791&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\probable\probable_0019.jpg,already_downloaded,,,,
probable_0020,NSCS J002723+110142,6.84746,11.02819,galaxy,probable,probable,1,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=6.84746&dec=11.02819&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\probable\probable_0020.jpg,already_downloaded,,,,
probable_0021,RXJ1621.4,245.35333,38.16917,galaxy,probable,probable,1,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=245.35333&dec=38.16917&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\probable\probable_0021.jpg,already_downloaded,,,,
probable_0022,090337+012513,135.907596,1.420495,galaxy,probable,probable,1,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=135.907596&dec=1.420495&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\probable\probable_0022.jpg,already_downloaded,,,,
probable_0023,A1722         ,199.997,70.073,galaxy,probable,probable,1,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=199.997&dec=70.073&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\probable\probable_0023.jpg,already_downloaded,,,,
probable_0024,SA37 | SL2SJ022043-105216,35.17962,-10.87124,galaxy,probable,probable,1,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=35.17962&dec=-10.87124&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\probable\probable_0024.jpg,already_downloaded,,,,
probable_0025,222246+041813,335.69316,4.30375,galaxy,probable,probable,1,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=335.69316&dec=4.30375&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\probable\probable_0025.jpg,already_downloaded,,,,
probable_0026,DESI-080.2860-18.3170,80.286,-18.317,galaxy,probable,probable,1,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=80.286&dec=-18.317&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\probable\probable_0026.jpg,already_downloaded,,,,
probable_0027,140252+023101,210.717677,2.517122,galaxy,probable,probable,1,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=210.717677&dec=2.517122&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\probable\probable_0027.jpg,already_downloaded,,,,
probable_0028,NSCS J142640+420652,216.66479,42.11425,galaxy,probable,probable,1,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=216.66479&dec=42.11425&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\probable\probable_0028.jpg,already_downloaded,,,,
probable_0029,NSCS J024422+013327,41.09254,1.5573,galaxy,probable,probable,1,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=41.09254&dec=1.5573&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\probable\probable_0029.jpg,already_downloaded,,,,
probable_0030,7056621,342.57587,-31.90962,galaxy,probable,probable,1,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=342.57587&dec=-31.90962&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\probable\probable_0030.jpg,already_downloaded,,,,
probable_0031,DESI-067.6743-45.3709,67.67433,-45.37088,galaxy,probable,probable,1,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=67.67433&dec=-45.37088&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\probable\probable_0031.jpg,already_downloaded,,,,
probable_0032,NSCS J122133+005854,185.38871,0.98148,galaxy,probable,probable,1,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=185.38871&dec=0.98148&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\probable\probable_0032.jpg,already_downloaded,,,,
probable_0033,DELJ153131-151950,232.87958,-15.33057,galaxy,probable,probable,1,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=232.87958&dec=-15.33057&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\probable\probable_0033.jpg,already_downloaded,,,,
probable_0034,DESI-056.5861-09.6696,56.58608,-9.6696,galaxy,probable,probable,1,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=56.58608&dec=-9.6696&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\probable\probable_0034.jpg,already_downloaded,,,,
probable_0035,NSCS J121238+362732,183.15754,36.4586,galaxy,probable,probable,1,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=183.15754&dec=36.4586&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\probable\probable_0035.jpg,already_downloaded,,,,
probable_0036,NSCS J120016+360938,180.06633,36.16032,galaxy,probable,probable,1,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=180.06633&dec=36.16032&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\probable\probable_0036.jpg,already_downloaded,,,,
probable_0037,37977112 | DESI-317.2522+06.9301,317.25164,6.92968,galaxy,probable,probable,1,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=317.25164&dec=6.92968&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\probable\probable_0037.jpg,already_downloaded,,,,
probable_0038,NSCS J004930+014853,12.37642,1.81443,galaxy,probable,probable,1,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=12.37642&dec=1.81443&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\probable\probable_0038.jpg,already_downloaded,,,,
probable_0039,NSCS J122314+223224,185.808,22.53989,galaxy,probable,probable,1,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=185.808&dec=22.53989&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\probable\probable_0039.jpg,already_downloaded,,,,
probable_0040,DESI-322.0300+17.0328,322.03004,17.03282,galaxy,probable,probable,1,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=322.03004&dec=17.03282&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\probable\probable_0040.jpg,already_downloaded,,,,
probable_0041,NSCS J133248+374614,203.19967,37.77047,galaxy,probable,probable,1,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=203.19967&dec=37.77047&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\probable\probable_0041.jpg,already_downloaded,,,,
probable_0042,J1334+0137 | 2066,203.54367,1.6266,galaxy,probable,probable,1,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=203.54367&dec=1.6266&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\probable\probable_0042.jpg,already_downloaded,,,,
probable_0043,34,153.32083,-11.65583,galaxy,probable,probable,1,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=153.32083&dec=-11.65583&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\probable\probable_0043.jpg,already_downloaded,,,,
probable_0044,NSCS J010404+063403,16.01575,6.56745,galaxy,probable,probable,1,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=16.01575&dec=6.56745&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\probable\probable_0044.jpg,already_downloaded,,,,
probable_0045,A1767,204.032,59.211,galaxy,probable,probable,1,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=204.032&dec=59.211&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\probable\probable_0045.jpg,already_downloaded,,,,
probable_0046,J0122-4442,20.56325,-44.7163,galaxy,probable,probable,1,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=20.56325&dec=-44.7163&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\probable\probable_0046.jpg,already_downloaded,,,,
probable_0047,NSCS J003138+121014,7.90858,12.1705,galaxy,probable,probable,1,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=7.90858&dec=12.1705&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\probable\probable_0047.jpg,already_downloaded,,,,
probable_0048,DESI-238.7150+17.4694,238.715,17.46938,galaxy,probable,probable,1,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=238.715&dec=17.46938&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\probable\probable_0048.jpg,already_downloaded,,,,
probable_0049,J0240+0309,40.04125,3.1646,galaxy,probable,probable,1,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=40.04125&dec=3.1646&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\probable\probable_0049.jpg,already_downloaded,,,,
probable_0050,NSCS J004457+092405,11.23854,9.40118,galaxy,probable,probable,1,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=11.23854&dec=9.40118&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\probable\probable_0050.jpg,already_downloaded,,,,
probable_0051,J0038+2126 | 992,9.58571,21.43636,galaxy,probable,probable,1,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=9.58571&dec=21.43636&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\probable\probable_0051.jpg,already_downloaded,,,,
probable_0052,J1735+0940,263.78737,9.67283,galaxy,probable,probable,1,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=263.78737&dec=9.67283&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\probable\probable_0052.jpg,already_downloaded,,,,
probable_0053,4985052,89.23771,-50.15671,galaxy,probable,probable,1,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=89.23771&dec=-50.15671&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\probable\probable_0053.jpg,already_downloaded,,,,
probable_0054,DESI-031.6468-08.8915,31.64675,-8.89153,galaxy,probable,probable,1,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=31.64675&dec=-8.89153&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\probable\probable_0054.jpg,already_downloaded,,,,
probable_0055,RCS J092144+3729.5,140.43417,37.49214,galaxy,probable,probable,1,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=140.43417&dec=37.49214&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\probable\probable_0055.jpg,already_downloaded,,,,
probable_0056,NSCS J151553+264505,228.97142,26.75126,galaxy,probable,probable,1,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=228.97142&dec=26.75126&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\probable\probable_0056.jpg,already_downloaded,,,,
probable_0057,DESI-052.6724-34.0801,52.67246,-34.08014,galaxy,probable,probable,1,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=52.67246&dec=-34.08014&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\probable\probable_0057.jpg,already_downloaded,,,,
probable_0058,J0202-6121,30.74525,-61.35367,galaxy,probable,probable,1,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=30.74525&dec=-61.35367&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\probable\probable_0058.jpg,already_downloaded,,,,
probable_0059,SA85 | SL2SJ100215+023736,150.56187,2.6268,galaxy,probable,probable,1,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=150.56187&dec=2.6268&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\probable\probable_0059.jpg,already_downloaded,,,,
probable_0060,HSCJ1143-0117,175.77492,-1.29133,galaxy,probable,probable,1,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=175.77492&dec=-1.29133&layer=ls-dr10&size=128&pixscale=0.262,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\probable\probable_0060.jpg,already_downloaded,,,,
