image_id,file_path,label,class_name,readable,mean_pixel,pixel_std,center_mean,edge_mean,center_edge_ratio,usable,flag_reason
confident_0011,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0011.jpg,1,lens,1,59.939066569010414,37.882250068964495,115.98412698412699,48.50824652777778,2.3910187008448367,1,
confident_0012,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0012.jpg,1,lens,1,39.354899088541664,22.3653801281708,66.71598639455782,34.23298611111111,1.9488800722535722,1,
confident_0013,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0013.jpg,1,lens,1,46.091776529947914,28.61556366965978,96.60166288737717,36.694965277777776,2.6325589770572564,1,
confident_0014,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0014.jpg,1,lens,1,34.0325927734375,12.431342849501368,40.08427815570673,33.054600694444446,1.212668618011022,1,
confident_0015,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0015.jpg,1,lens,1,37.793436686197914,24.696915959933673,68.44501133786848,33.64578993055556,2.0342815384883663,1,
confident_0016,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0016.jpg,1,lens,1,34.86541748046875,15.258501686299386,45.21636432350718,33.590190972222224,1.3461180680628246,1,
confident_0017,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0017.jpg,1,lens,1,38.9534912109375,22.261464194980864,48.18461829176115,35.46176215277778,1.3587767219630411,1,
confident_0018,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0018.jpg,1,lens,1,38.153035481770836,22.705173859388726,39.06972789115646,41.82894965277778,0.934035573004792,0,no_central_source
confident_0019,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0019.jpg,1,lens,1,39.0762939453125,16.613303996002607,43.000377928949355,36.95173611111111,1.1636902968769895,1,
confident_0020,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0020.jpg,1,lens,1,38.613138834635414,24.611111394983464,33.51795162509448,41.033854166666664,0.8168365241080826,0,no_central_source
confident_0021,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0021.jpg,1,lens,1,39.903422037760414,30.704494822208908,93.13189720332578,32.38090277777778,2.8761364365388693,1,
confident_0022,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0022.jpg,1,lens,1,48.719340006510414,31.381321501496622,54.70068027210884,40.13953993055556,1.3627629764561873,1,
confident_0023,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0023.jpg,1,lens,1,37.22314453125,22.955056571663626,57.34863945578231,33.29661458333333,1.7223564152414417,1,
confident_0024,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0024.jpg,1,lens,1,40.371846516927086,22.31456735415243,74.31519274376417,34.43472222222222,2.1581469455751385,1,
confident_0025,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0025.jpg,1,lens,1,38.875040690104164,22.68407527127914,57.438019652305364,36.489583333333336,1.5740935585236464,1,
confident_0026,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0026.jpg,1,lens,1,37.67401123046875,20.180729281903645,47.46390778533636,37.94088541666667,1.2509962804792674,1,
confident_0027,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0027.jpg,1,lens,1,45.390218098958336,30.874813390619188,92.09731670445956,37.66193576388889,2.4453685768163824,1,
confident_0028,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0028.jpg,1,lens,1,33.989603678385414,12.872577081224637,43.567271352985635,32.88276909722222,1.3249270430737219,1,
confident_0029,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0029.jpg,1,lens,1,35.780497233072914,17.523647518251018,53.15117157974301,33.569835069444444,1.5833014933344185,1,
confident_0030,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0030.jpg,1,lens,1,65.21484375,43.37007639384415,92.72392290249434,63.35855034722222,1.4634792136319823,1,
confident_0031,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0031.jpg,1,lens,1,37.38104248046875,19.151372649733588,47.52040816326531,34.16540798611111,1.3908924135104972,1,
confident_0032,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0032.jpg,1,lens,1,37.567342122395836,21.745096569207877,48.28495842781557,38.35160590277778,1.2590074400329319,1,
confident_0033,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0033.jpg,1,lens,1,36.719217936197914,12.35810900623517,47.197278911564624,35.46358506944444,1.3308659428615985,1,
confident_0034,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0034.jpg,1,lens,1,35.128214518229164,15.930615338012903,47.14493575207861,34.73524305555556,1.3572651361445738,1,
confident_0035,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0035.jpg,1,lens,1,73.64432779947917,43.30585053598591,136.3248299319728,55.525173611111114,2.455189576381682,1,
confident_0036,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0036.jpg,1,lens,1,35.49072265625,15.072871068618793,33.990362811791385,35.44587673611111,0.958936976108878,1,
confident_0037,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0037.jpg,1,lens,1,41.723734537760414,28.11644241600731,70.98544973544973,37.938671875,1.871057798182134,1,
confident_0038,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0038.jpg,1,lens,1,47.985819498697914,32.683711513457176,95.80083144368858,40.01579861111111,2.3940751496838204,1,
confident_0039,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0039.jpg,1,lens,1,36.175333658854164,20.870628876716566,46.144557823129254,32.674609375,1.4122450824520123,1,
confident_0040,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0040.jpg,1,lens,1,48.51263427734375,30.185612915655465,91.5667044595616,36.83563368055555,2.485818562748886,1,
confident_0041,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0041.jpg,1,lens,1,45.110310872395836,26.39636922759363,79.39795918367346,37.76267361111111,2.102551262624597,1,
confident_0042,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0042.jpg,1,lens,1,40.900838216145836,22.163293117165455,66.06746031746032,37.449609375,1.76416949751671,1,
confident_0043,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0043.jpg,1,lens,1,41.779256184895836,22.22068698410779,73.18745275888134,35.228298611111114,2.0775187439304563,1,
confident_0044,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0044.jpg,1,lens,1,40.32720947265625,21.941428383342974,54.87018140589569,38.14969618055556,1.4382861585035691,1,
confident_0045,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0045.jpg,1,lens,1,34.103902180989586,12.744500361351303,33.5791761148904,34.58576388888889,0.9708958648960843,1,
confident_0046,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0046.jpg,1,lens,1,38.497294108072914,25.61557151561093,58.57634164777022,34.335546875,1.7059969994077233,1,
confident_0047,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0047.jpg,1,lens,1,42.471150716145836,26.609817342136,79.09486016628874,37.37838541666667,2.116058710630192,1,
confident_0048,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0048.jpg,1,lens,1,36.09283447265625,17.287787079865357,44.692743764172334,33.89318576388889,1.3186350423616617,1,
confident_0049,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0049.jpg,1,lens,1,45.777201334635414,24.900819349508303,59.78193499622071,41.54952256944444,1.4388115641399173,1,
confident_0050,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0050.jpg,1,lens,1,34.36151123046875,15.966173213129414,32.689909297052154,33.502300347222224,0.9757511568608278,1,
confident_0051,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0051.jpg,1,lens,1,63.867635091145836,39.16845339779418,123.37471655328798,48.842578125,2.5259664572082112,1,
confident_0052,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0052.jpg,1,lens,1,45.7313232421875,26.39808947450512,62.10298563869993,39.50794270833333,1.571911362868543,1,
confident_0053,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0053.jpg,1,lens,1,37.05426025390625,21.55280026392796,54.18140589569161,34.20789930555556,1.5838857518797274,1,
confident_0054,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0054.jpg,1,lens,1,61.356424967447914,37.49316745236483,129.50963718820861,47.22521701388889,2.7423830452221516,1,
confident_0055,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0055.jpg,1,lens,1,37.0582275390625,14.920062439531815,37.70181405895691,36.51015625,1.0326390489308812,1,
confident_0056,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0056.jpg,1,lens,1,40.655375162760414,21.57595509766614,53.743953136810276,37.19331597222222,1.4449895172551799,1,
confident_0057,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0057.jpg,1,lens,1,53.316731770833336,34.517358843329816,101.98356009070295,41.50264756944444,2.4572783570681915,1,
confident_0058,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0058.jpg,1,lens,1,35.0628662109375,15.664135717441233,33.27683295540439,37.498263888888886,0.8874232728902784,0,no_central_source
confident_0059,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0059.jpg,1,lens,1,48.105855305989586,31.546119226323754,79.848828420257,39.75924479166667,2.00830842814913,1,
confident_0060,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0060.jpg,1,lens,1,41.994242350260414,28.302637577355693,61.4385865457294,39.810329861111114,1.5432824901675444,1,
confident_0061,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0061.jpg,1,lens,1,39.189554850260414,24.065775665440654,67.23431594860166,36.12821180555556,1.860992026106058,1,
confident_0062,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0062.jpg,1,lens,1,39.446268717447914,24.499711055243512,78.33862433862434,34.11927083333333,2.2960227498785675,1,
confident_0063,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0063.jpg,1,lens,1,36.564107259114586,19.34991550635503,55.6931216931217,33.909114583333334,1.6424233052098658,1,
confident_0064,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0064.jpg,1,lens,1,36.20770263671875,15.680534489002403,51.72959183673469,34.22196180555556,1.5115904406376413,1,
confident_0065,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0065.jpg,1,lens,1,35.22607421875,16.073124591457393,49.178949357520786,33.78072916666667,1.4558284890493103,1,
confident_0066,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0066.jpg,1,lens,1,67.66400146484375,40.782804484310134,114.70370370370371,57.969965277777774,1.9786746667070991,1,
confident_0067,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0067.jpg,1,lens,1,40.13720703125,20.342162174309006,50.79761904761905,38.40447048611111,1.3227006408873483,1,
confident_0068,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0068.jpg,1,lens,1,39.238606770833336,19.281539969768687,67.90154950869237,33.57434895833333,2.022423355715301,1,
confident_0069,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0069.jpg,1,lens,1,63.608846028645836,58.781174836611214,56.93764172335601,56.62473958333333,1.0055258732631578,1,
confident_0070,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0070.jpg,1,lens,1,44.154276529947914,27.263224852973973,80.07445200302344,41.252994791666666,1.9410578666192027,1,
confident_0071,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0071.jpg,1,lens,1,58.953938802083336,36.83468392105412,79.69576719576719,48.252690972222226,1.6516335967669098,1,
confident_0072,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0072.jpg,1,lens,1,35.50469970703125,17.643315986698866,53.02343159486016,33.47743055555556,1.5838560227318563,1,
confident_0073,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0073.jpg,1,lens,1,40.093526204427086,19.923237831264192,70.66572184429327,34.57269965277778,2.043974595852568,1,
confident_0074,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0074.jpg,1,lens,1,70.6837158203125,49.22665054111814,103.79969765684051,70.33441840277777,1.4758022962046526,1,
confident_0075,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0075.jpg,1,lens,1,52.432718912760414,38.08393491034375,62.88227513227513,40.84184027777778,1.5396532860649859,1,
confident_0076,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0076.jpg,1,lens,1,57.939310709635414,35.28398264412066,87.23526077097506,46.68776041666667,1.868482405751707,1,
confident_0077,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0077.jpg,1,lens,1,42.0584716796875,22.67615771938088,74.91874527588813,34.404210069444446,2.1776039312357907,1,
confident_0078,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0078.jpg,1,lens,1,97.18937174479167,50.263894524493004,183.10336356764927,64.46970486111111,2.840145788195683,1,
confident_0079,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0079.jpg,1,lens,1,39.494832356770836,23.047853389992945,57.266439909297056,37.021831597222224,1.5468288815501208,1,
confident_0080,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0080.jpg,1,lens,1,33.907430013020836,12.988390942957253,40.61318972033258,32.666666666666664,1.2432608717470932,1,
confident_0081,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0081.jpg,1,lens,1,75.22314453125,45.70960836999684,142.38662131519274,64.50833333333334,2.2072593066725243,1,
confident_0082,D:\MSc Data and Computational Science\Gravitational Lensing\Gravitational_Lensing_Project\projects-ahana-vaishnav-ahanabhattacharji-Strong-Gravitational-Lens-Finding-Challenge\Real Data pipeline\data\raw\lens\confident_0082.jpg,1,lens,1,34.800374348958336,14.130883552596785,32.76077097505669,36.347178819444444,0.9013291027748691,0,no_central_source
