epoch,train_loss,train_accuracy,train_roc_auc,val_loss,val_accuracy,val_roc_auc
18,0.2626876527383793,0.9165451895043731,0.963598758938553,0.2413627805353022,0.9217687074829932,0.9669582343740949
19,0.2601304774555451,0.9198250728862973,0.9641234059059497,0.2381741578887109,0.923469387755102,0.9673057985286451
20,0.2504304414370665,0.9165451895043731,0.9656473297544534,0.2362722701766864,0.9183673469387755,0.9676765336268318
21,0.2572243086363762,0.9169096209912536,0.9670760083624257,0.23408910125291266,0.9200680272108843,0.9680356832532004
22,0.24784516862460546,0.9205539358600583,0.9663922645965992,0.2311530486256087,0.923469387755102,0.9685338585413891
23,0.24590522016102648,0.9209183673469388,0.9668833894960994,0.23046731827210407,0.9200680272108843,0.9688350808086659
24,0.2543545970503165,0.9209183673469388,0.9651844059596916,0.22963036809648787,0.9200680272108843,0.969588136476858
25,0.24764923503725592,0.9165451895043731,0.96763151691614,0.2296938729934952,0.9217687074829932,0.9693680125123095
26,0.2469631802757697,0.922740524781341,0.9678975650740492,0.22393907414001674,0.9285714285714286,0.9708277819614203
27,0.24462024085549502,0.9209183673469388,0.967335671364545,0.2247363746571703,0.9217687074829932,0.9708857093205121
28,0.24628500323253888,0.9190962099125365,0.9676011874261385,0.2254006424728705,0.923469387755102,0.971430226495974
29,0.2532125857846035,0.9212827988338192,0.9665513613950288,0.22359639730583242,0.9302721088435374,0.9713722991368823
30,0.2375254695339036,0.9220116618075802,0.9686877281030393,0.22259405964896792,0.9302721088435374,0.9711174187568787
31,0.23719320561378412,0.9274781341107872,0.969477092987556,0.2197755867121171,0.9268707482993197,0.9717198632914325
32,0.24720755992755947,0.9252915451895044,0.9672579853024356,0.22043737870495336,0.9268707482993197,0.9722527949950762
33,0.23494184217022043,0.9256559766763849,0.9697726724909931,0.2158047840708778,0.9251700680272109,0.9726003591496263
34,0.2334862963755346,0.9231049562682215,0.9699317692894226,0.21458464739274005,0.9319727891156463,0.9731217053814516
35,0.23875500709252873,0.9205539358600583,0.9689851699435819,0.21259299305831494,0.9268707482993197,0.9733302438741818
36,0.2347442974762736,0.9252915451895044,0.9688606594056803,0.21543469518220343,0.9285714285714286,0.9731448763250883
37,0.23133910962165966,0.9260204081632653,0.9698163043888901,0.2117445902759526,0.9268707482993197,0.9735387823669118
38,0.22867688499716907,0.9252915451895044,0.9711790030537006,0.20993519924124893,0.9302721088435374,0.9737357353878237
39,0.23040172857376298,0.9285714285714286,0.9713442189597622,0.21067111994944462,0.9319727891156463,0.9742454961478306
40,0.23733109105432693,0.9278425655976676,0.9688436323235742,0.21124346240037153,0.9319727891156463,0.9740369576551006
41,0.22792448077361716,0.924198250728863,0.9714141896252925,0.2063020102831782,0.9285714285714286,0.9746046457741991
42,0.2188804912497629,0.9285714285714286,0.9726592950043073,0.20692211430089003,0.9302721088435374,0.9755778254069397
43,0.23481439193031878,0.9296647230320699,0.9692780889654399,0.2050604848634629,0.9302721088435374,0.9755430689914847
44,0.2323108221195182,0.9282069970845481,0.9720239720032203,0.20598875340961276,0.9319727891156463,0.9749290389851126
45,0.22532585771542596,0.9278425655976676,0.971571158038459,0.2054948531040529,0.9319727891156463,0.9754387997451197
46,0.2227282392040286,0.9282069970845481,0.9718308210405783,0.20229695646130308,0.9319727891156463,0.9764699067369519
47,0.22562533903747536,0.9300291545189504,0.9712971284358123,0.20119159927173536,0.9319727891156463,0.9758442912587615
48,0.2329924105729028,0.9252915451895044,0.9693235832004423,0.20296622741790044,0.9319727891156463,0.9756705091814865
49,0.22991165342814027,0.9314868804664723,0.9715732864237222,0.20531406694529009,0.9319727891156463,0.9757052655969415
50,0.22077234686724298,0.9296647230320699,0.9733504881185553,0.2035901428890877,0.9319727891156463,0.976574175983317
51,0.2202767211476846,0.9322157434402333,0.9719563957711113,0.20101209441009832,0.9302721088435374,0.9763540520187686
52,0.22305821716437882,0.9289358600583091,0.9721910502463872,0.19933802659819727,0.9336734693877551,0.9774778427851475
53,0.22287253457672743,0.9296647230320699,0.9716190467068825,0.1959345397495088,0.9319727891156463,0.9773735735387824
54,0.2226321787163398,0.9274781341107872,0.9726044890837782,0.19836007291767874,0.9319727891156463,0.9772345478769623
55,0.21388277598268438,0.934402332361516,0.9748004505791603,0.19782399685204435,0.9319727891156463,0.9775705265596941
56,0.2100802083491584,0.9303935860058309,0.9753144556202406,0.19708715815122435,0.9319727891156463,0.9772693042924173
57,0.21950996417345875,0.9307580174927114,0.9726976059390462,0.1969343792824518,0.9319727891156463,0.9775705265596941
58,0.20737333847725703,0.9354956268221575,0.9742784640933424,0.19288390327473076,0.9336734693877551,0.9779876035451543
59,0.20935314824212745,0.9347667638483965,0.9729200221990582,0.1954950005018792,0.9336734693877551,0.9775705265596941
60,0.215970265926147,0.9311224489795918,0.9730200563064322,0.19094034076547947,0.9319727891156463,0.9787754156288014
