epoch,train_loss,train_accuracy,train_roc_auc,val_loss,val_accuracy,val_roc_auc,model
43,0.2348143919303187,0.92966472303207,0.96927808896544,0.2050604848634629,0.9302721088435374,0.9755430689914848,Custom CNN
44,0.2323108221195182,0.928206997084548,0.9720239720032204,0.2059887534096127,0.9319727891156464,0.9749290389851126,Custom CNN
45,0.2253258577154259,0.9278425655976676,0.971571158038459,0.2054948531040529,0.9319727891156464,0.9754387997451196,Custom CNN
46,0.2227282392040286,0.928206997084548,0.9718308210405784,0.202296956461303,0.9319727891156464,0.976469906736952,Custom CNN
47,0.2256253390374753,0.9300291545189504,0.9712971284358124,0.2011915992717353,0.9319727891156464,0.9758442912587616,Custom CNN
48,0.2329924105729028,0.9252915451895044,0.9693235832004424,0.2029662274179004,0.9319727891156464,0.9756705091814863,Custom CNN
49,0.2299116534281402,0.9314868804664724,0.9715732864237222,0.20531406694529,0.9319727891156464,0.9757052655969416,Custom CNN
50,0.2207723468672429,0.92966472303207,0.9733504881185552,0.2035901428890877,0.9319727891156464,0.976574175983317,Custom CNN
51,0.2202767211476846,0.9322157434402332,0.9719563957711111,0.2010120944100983,0.9302721088435374,0.9763540520187686,Custom CNN
52,0.2230582171643788,0.9289358600583092,0.9721910502463872,0.1993380265981972,0.9336734693877552,0.9774778427851476,Custom CNN
53,0.2228725345767274,0.92966472303207,0.9716190467068824,0.1959345397495088,0.9319727891156464,0.9773735735387824,Custom CNN
54,0.2226321787163398,0.9274781341107872,0.9726044890837782,0.1983600729176787,0.9319727891156464,0.9772345478769624,Custom CNN
55,0.2138827759826843,0.934402332361516,0.9748004505791604,0.1978239968520443,0.9319727891156464,0.977570526559694,Custom CNN
56,0.2100802083491584,0.9303935860058308,0.9753144556202406,0.1970871581512243,0.9319727891156464,0.9772693042924172,Custom CNN
57,0.2195099641734587,0.9307580174927114,0.9726976059390462,0.1969343792824518,0.9319727891156464,0.977570526559694,Custom CNN
58,0.207373338477257,0.9354956268221576,0.9742784640933424,0.1928839032747307,0.9336734693877552,0.9779876035451543,Custom CNN
59,0.2093531482421274,0.9347667638483964,0.9729200221990582,0.1954950005018792,0.9336734693877552,0.977570526559694,Custom CNN
60,0.215970265926147,0.9311224489795918,0.9730200563064322,0.1909403407654794,0.9319727891156464,0.9787754156288014,Custom CNN
1,0.4438276625843854,0.8290816326530612,0.9027067207489364,0.43425798395864,0.8503401360544217,0.9178474193361524,MobileNetV3 Transfer
2,0.3162834473149769,0.8844752186588921,0.9448551341175369,0.3001267060536106,0.8945578231292517,0.9531135955511788,MobileNetV3 Transfer
3,0.3103701825044593,0.8895772594752187,0.9456649847102124,0.2591732900564362,0.903061224489796,0.9639575971731448,MobileNetV3 Transfer
4,0.2740770636598848,0.9045189504373178,0.9572061538003116,0.253577093891546,0.9013605442176872,0.9662515205931762,MobileNetV3 Transfer
5,0.275285583022037,0.8935860058309038,0.9571295319308338,0.2443211285435423,0.9081632653061223,0.9681051960841104,MobileNetV3 Transfer
6,0.2775012330306862,0.8972303206997084,0.9562765815365768,0.2511648754684292,0.9166666666666666,0.9656027341713492,MobileNetV3 Transfer
7,0.2509235674976955,0.9121720116618076,0.9641281947727922,0.2259619030214491,0.9166666666666666,0.9709204657359672,MobileNetV3 Transfer
8,0.2533643806988574,0.9088921282798834,0.9633523983443292,0.2331917174413901,0.9251700680272108,0.971696692347796,MobileNetV3 Transfer
9,0.2466805614422431,0.9118075801749272,0.9654568392733904,0.2170920755181993,0.923469387755102,0.9731217053814516,MobileNetV3 Transfer
10,0.2571229372097521,0.902332361516035,0.9625521254853384,0.2233212248605935,0.9251700680272108,0.9744076927532872,MobileNetV3 Transfer
11,0.2385130684507831,0.9085276967930028,0.9674596498061306,0.2192213971193145,0.923469387755102,0.9739442738805536,MobileNetV3 Transfer
12,0.2305537907966024,0.9143586005830904,0.9703766018094466,0.2175961953847586,0.9166666666666666,0.9741412269014657,MobileNetV3 Transfer
13,0.2447301749324659,0.9099854227405249,0.9665502972023972,0.2301153465598618,0.9166666666666666,0.9729131668887216,MobileNetV3 Transfer
14,0.2365003962601934,0.9150874635568512,0.9685068153556612,0.213808906118886,0.9268707482993196,0.9737936627469154,MobileNetV3 Transfer
15,0.2282099901934754,0.9201895043731778,0.9697162702815162,0.2181613613553598,0.9200680272108844,0.9737241499160052,MobileNetV3 Transfer
16,0.2311652580129509,0.9147230320699709,0.9697066925478316,0.2179117168293518,0.9285714285714286,0.9757631929560332,MobileNetV3 Transfer
17,0.2197765284828819,0.9260204081632653,0.972572563304829,0.2037678393376927,0.9336734693877552,0.9769912529687772,MobileNetV3 Transfer
18,0.228309600502687,0.9194606413994167,0.9702542196568084,0.2279661472151879,0.9217687074829932,0.9743497653941956,MobileNetV3 Transfer
19,0.2300117768282097,0.9212827988338192,0.9699948227028472,0.2113097518885216,0.9251700680272108,0.9767595435324103,MobileNetV3 Transfer
20,0.2175621852148378,0.9190962099125364,0.9734356235290862,0.1927643853182695,0.935374149659864,0.9787638301569832,MobileNetV3 Transfer
21,0.2327318417869573,0.912536443148688,0.9694805516136086,0.2029723203709336,0.9251700680272108,0.9776747958060592,MobileNetV3 Transfer
22,0.2143697060058138,0.9176384839650146,0.9743769019117688,0.2083048852933507,0.9251700680272108,0.9767016161733186,MobileNetV3 Transfer
23,0.2179313160413903,0.9183673469387756,0.9732531144927606,0.1976696568078735,0.9336734693877552,0.9783119967560678,MobileNetV3 Transfer
24,0.235716801256202,0.917274052478134,0.96940659022571,0.2029971236071619,0.9302721088435374,0.977292475236054,MobileNetV3 Transfer
25,0.2389038027896825,0.91399416909621,0.9678847947624696,0.2003541096132629,0.9336734693877552,0.977257718820599,MobileNetV3 Transfer
26,0.2186221416507448,0.9231049562682216,0.9732150696061797,0.1992624925107372,0.9336734693877552,0.9776632103342408,MobileNetV3 Transfer
27,0.2155892111730297,0.9183673469387756,0.9740185350430652,0.1903789607035059,0.9319727891156464,0.979609569599722,MobileNetV3 Transfer
28,0.2094523429696831,0.9278425655976676,0.9753144556202408,0.1917240331773044,0.9370748299319728,0.97878700110062,MobileNetV3 Transfer
29,0.231269645751739,0.9231049562682216,0.9702840170504944,0.1869565976314804,0.9387755102040816,0.979783351676997,MobileNetV3 Transfer
30,0.2130028558542012,0.9252915451895044,0.9741071290796488,0.184524379011725,0.9404761904761904,0.9805943347042808,MobileNetV3 Transfer
31,0.2230024969438769,0.9161807580174928,0.972247452455864,0.1958695747414413,0.9302721088435374,0.9786016335515264,MobileNetV3 Transfer
32,0.2143897061662493,0.9267492711370262,0.9739826185417476,0.1809492936345184,0.9421768707482994,0.9812083647106528,MobileNetV3 Transfer
33,0.2045926752312885,0.9238338192419824,0.9762152946829212,0.1849756898725925,0.9387755102040816,0.980907142443376,MobileNetV3 Transfer
34,0.2131116594413279,0.924198250728863,0.9745242925912504,0.1979464590549469,0.9268707482993196,0.9781266292069744,MobileNetV3 Transfer
35,0.2071485835244287,0.924198250728863,0.9756438232397322,0.1855064845409523,0.935374149659864,0.980293112437004,MobileNetV3 Transfer
36,0.2098725093827303,0.9183673469387756,0.9751532304365478,0.1969213325555632,0.9285714285714286,0.9790071250651684,MobileNetV3 Transfer
37,0.2133193594721246,0.9231049562682216,0.973995654901485,0.1849362401127004,0.935374149659864,0.9819730058506632,MobileNetV3 Transfer
38,0.2076739661895151,0.9216472303206996,0.9756986291602616,0.1849001512235524,0.9370748299319728,0.9804900654579156,MobileNetV3 Transfer
39,0.2038752294360027,0.922740524781341,0.9764041888750364,0.1867287647561962,0.9370748299319728,0.980084573944274,MobileNetV3 Transfer
40,0.2080025711577418,0.9238338192419824,0.9756853267523662,0.1875047802316899,0.935374149659864,0.9801425013033656,MobileNetV3 Transfer
1,0.2896230040612269,0.8961370262390671,0.9562861592702618,0.1888984771204643,0.9251700680272108,0.9818339801888432,ViT-B/16 Transfer
2,0.1941434335474022,0.9369533527696792,0.978002074111439,0.1947259073253391,0.9217687074829932,0.98485778833343,ViT-B/16 Transfer
3,0.1721158397191206,0.9395043731778424,0.9828691591122292,0.1941408064900612,0.9217687074829932,0.985402305508892,ViT-B/16 Transfer
4,0.1552950099067159,0.9464285714285714,0.9857749370929132,0.1617358425746158,0.9455782312925172,0.9862132885361756,ViT-B/16 Transfer
5,0.1619458052794022,0.9438775510204082,0.9847533121665418,0.1590953424420892,0.9404761904761904,0.985784626078897,ViT-B/16 Transfer
6,0.1620386912115461,0.9460641399416908,0.9849022991349712,0.1565542757054981,0.9523809523809524,0.9862712158952672,ViT-B/16 Transfer
7,0.1514189541882919,0.9482507288629738,0.9868550926140244,0.1611742019450583,0.9404761904761904,0.9863870706134508,ViT-B/16 Transfer
8,0.1490497879966354,0.9460641399416908,0.9872632104882568,0.1530626596642189,0.9404761904761904,0.9870011006198228,ViT-B/16 Transfer
9,0.1421130579290775,0.950801749271137,0.9880845011517224,0.1607668881184187,0.9421768707482994,0.986908416845276,ViT-B/16 Transfer
10,0.147614097488778,0.951530612244898,0.9869072380529744,0.1416969289686404,0.95578231292517,0.9883334298789318,ViT-B/16 Transfer
11,0.1456456898355927,0.9475218658892128,0.987587789240906,0.1405552846005782,0.9472789115646258,0.9881828187452936,ViT-B/16 Transfer
12,0.1404019315379506,0.9497084548104956,0.9884146669156878,0.1438181166898231,0.95578231292517,0.9885187974280252,ViT-B/16 Transfer
13,0.1330463118639397,0.9559037900874636,0.989550160453644,0.1702214589938014,0.9455782312925172,0.9873486647743728,ViT-B/16 Transfer
14,0.1376962364018615,0.952259475218659,0.9890483936278271,0.1528268222044519,0.9404761904761904,0.986943173260731,ViT-B/16 Transfer
15,0.1309625587416622,0.9548104956268222,0.9900444779310392,0.142021958228378,0.9523809523809524,0.98813647685802,ViT-B/16 Transfer
16,0.1363260234670806,0.9533527696793004,0.989163326432044,0.1436923745335364,0.9506802721088436,0.9885767247871168,ViT-B/16 Transfer
17,0.1181293741647838,0.9591836734693876,0.9919068150364032,0.1504149683276001,0.9489795918367347,0.9881248913862016,ViT-B/16 Transfer
18,0.1144109886593074,0.96100583090379,0.9919967393137769,0.1546600759346164,0.9472789115646258,0.987800498175288,ViT-B/16 Transfer
19,0.1272313819611689,0.9591836734693876,0.9902786003099994,0.150722970995976,0.9472789115646258,0.9874992759080112,ViT-B/16 Transfer
1,0.7222465043860343,0.5200437317784257,0.5232637830238928,0.721642232671076,0.5187074829931972,0.8960319759022186,CBAM CNN
2,0.7004015068618619,0.521865889212828,0.7514397196065254,0.6390359057050173,0.5187074829931972,0.9181486416034292,CBAM CNN
3,0.5712536379651495,0.7376093294460642,0.8982075803505344,0.4989675340198335,0.8605442176870748,0.9189364536870764,CBAM CNN
4,0.4483603357226091,0.8440233236151603,0.9127250301831636,0.4066611564889246,0.8758503401360545,0.9401146961710016,CBAM CNN
5,0.3728151076389123,0.8720845481049563,0.9367529035165711,0.3434856412362079,0.8945578231292517,0.9489080692811214,CBAM CNN
6,0.3433396769334554,0.8826530612244898,0.9444991616822545,0.3168112501806142,0.8979591836734694,0.9531831083820888,CBAM CNN
7,0.3117251156370424,0.8917638483965015,0.9524747533600552,0.2920590699935446,0.9047619047619048,0.9554306899148468,CBAM CNN
8,0.3020985050469029,0.8965014577259475,0.953239907862202,0.2896706680862271,0.8962585034013606,0.956021548977582,CBAM CNN
9,0.2840386761173215,0.903061224489796,0.9579085209371918,0.2674610553955545,0.9081632653061223,0.9582459595667032,CBAM CNN
10,0.2828478966961796,0.901603498542274,0.9584932947882764,0.2654249396453909,0.91156462585034,0.9589642588194406,CBAM CNN
11,0.2791541339530889,0.903061224489796,0.9601113996846796,0.2622336343843109,0.9081632653061223,0.9595087759949026,CBAM CNN
12,0.2718992156815598,0.9037900874635568,0.9605690025162836,0.2568172496192309,0.91156462585034,0.9603545154376412,CBAM CNN
13,0.266462118910631,0.9147230320699709,0.9613596976415896,0.2549623684818242,0.9149659863945578,0.961095985634015,CBAM CNN
14,0.2532693694180024,0.9121720116618076,0.9641159565575284,0.2471334946398832,0.9149659863945578,0.9628222209349476,CBAM CNN
15,0.2614207129610523,0.9129008746355683,0.9638222393911966,0.2524438520678047,0.9132653061224488,0.962694780744946,CBAM CNN
16,0.2551446561389345,0.9096209912536444,0.9634503040664396,0.2499775213449179,0.9098639455782312,0.9632277124485896,CBAM CNN
17,0.2473626587072892,0.917274052478134,0.9654137394718092,0.2414202965846678,0.91156462585034,0.96440943057406,CBAM CNN
18,0.2435518597027303,0.9161807580174928,0.966401310233968,0.2563538754067453,0.9064625850340136,0.963725887736778,CBAM CNN
19,0.2454825280228787,0.91399416909621,0.9662853132371196,0.2372929437630841,0.9166666666666666,0.9658576145513528,CBAM CNN
20,0.2476198833555243,0.9183673469387756,0.9665439120466072,0.231860246382603,0.9217687074829932,0.9672131147540984,CBAM CNN
21,0.2498895535055472,0.9136297376093294,0.9652988066675924,0.2478801247213973,0.9081632653061223,0.9656606615304408,CBAM CNN
22,0.2352522650717299,0.9165451895043732,0.9691985405662248,0.227564309324537,0.9251700680272108,0.9688466662804844,CBAM CNN
23,0.2379973201466718,0.918731778425656,0.9676538649614044,0.2251120083997038,0.9268707482993196,0.9689393500550312,CBAM CNN
24,0.2259911258349265,0.9220116618075802,0.971743557244784,0.2238810678728583,0.9251700680272108,0.9694259398714012,CBAM CNN
25,0.2249655793081567,0.9263848396501456,0.9711305822889612,0.2241195091584912,0.923469387755102,0.9700399698777732,CBAM CNN
26,0.2210109868133033,0.9263848396501456,0.9724773180642976,0.2235995648669548,0.9251700680272108,0.9703527776168684,CBAM CNN
27,0.2192611511872739,0.9289358600583092,0.973034955003275,0.2205549912387822,0.9319727891156464,0.970746683658692,CBAM CNN
28,0.2195842970738258,0.9307580174927114,0.972364513645344,0.2239799860383377,0.9285714285714286,0.9715055320627932,CBAM CNN
29,0.2138851669891235,0.9274781341107872,0.9733770929343464,0.2112305172446633,0.9336734693877552,0.9735271968950936,CBAM CNN
30,0.2192379596803348,0.922740524781341,0.9728535101595808,0.2136313594928404,0.935374149659864,0.9731564617969068,CBAM CNN
31,0.2234428217390188,0.9263848396501456,0.9719569278674272,0.2208257767618918,0.9302721088435374,0.9729479233041766,CBAM CNN
32,0.2127829259234336,0.9318513119533528,0.9734127433875062,0.2287825621715208,0.9251700680272108,0.9732201818919076,CBAM CNN
33,0.2179945338919281,0.9289358600583092,0.973146695229597,0.2426196044805098,0.9200680272108844,0.9711753461159706,CBAM CNN
34,0.2090215465330869,0.9318513119533528,0.9741151105243864,0.2157537442486302,0.9268707482993196,0.9734345131205469,CBAM CNN
35,0.2048382005781891,0.9354956268221576,0.9739592063038514,0.2101099381641465,0.9387755102040816,0.9763192956033134,CBAM CNN
36,0.2066533195816045,0.9303935860058308,0.9748004505791602,0.2113900010277624,0.9336734693877552,0.976406186641951,CBAM CNN
37,0.2002779477799946,0.935131195335277,0.9754171502091936,0.2304309180804661,0.9302721088435374,0.9740485431269188,CBAM CNN
38,0.2040342490892021,0.9325801749271136,0.975896835037904,0.2093960046768188,0.935374149659864,0.9780281526965184,CBAM CNN
39,0.2033058619099525,0.9362244897959184,0.9760753533518608,0.219981172863318,0.9302721088435374,0.9773793662746916,CBAM CNN
40,0.2011830165504366,0.9347667638483964,0.9763368786910857,0.2172783009049032,0.9319727891156464,0.975624167294213,CBAM CNN
41,0.2019349710999529,0.9300291545189504,0.9759535032955384,0.2257209183002004,0.9302721088435374,0.9773446098592364,CBAM CNN
42,0.2024839578234419,0.9391399416909622,0.9757143260015784,0.2125105515223782,0.935374149659864,0.977222962405144,CBAM CNN
43,0.1924790184152022,0.9362244897959184,0.975884862870798,0.2233683791290335,0.9319727891156464,0.977836992411516,CBAM CNN
44,0.1938881722466243,0.932944606413994,0.9785240605972568,0.2053085894000773,0.9370748299319728,0.978381509586978,CBAM CNN
45,0.1900306879583496,0.9373177842565598,0.9780909341961808,0.2118448763072085,0.9336734693877552,0.9777616868446968,CBAM CNN
46,0.1906628877185176,0.9391399416909622,0.9786858178772658,0.2254658978001601,0.9302721088435374,0.9792620054451716,CBAM CNN
47,0.1863810423511805,0.935131195335277,0.9791216047599208,0.2112961583802489,0.9319727891156464,0.9784452296819788,CBAM CNN
48,0.1892727033476788,0.9395043731778424,0.9786198379341042,0.2316946073048779,0.9268707482993196,0.9762961246596767,CBAM CNN
49,0.1931233893069859,0.939868804664723,0.9762956412266096,0.2237933152386931,0.9319727891156464,0.9791751144065342,CBAM CNN
50,0.1835097947508183,0.9380466472303208,0.9792562251278228,0.2575167054627217,0.9098639455782312,0.9748479406823842,CBAM CNN
51,0.1908951725908514,0.9347667638483964,0.979208868555715,0.2050682162346483,0.9336734693877552,0.9789723686497132,CBAM CNN
52,0.1817840225451541,0.9391399416909622,0.978775210058323,0.2017685069518835,0.935374149659864,0.9801019521520012,CBAM CNN
53,0.188217002062165,0.9376822157434402,0.978310157878298,0.2032415043740045,0.935374149659864,0.9794184093147194,CBAM CNN
54,0.1877773205584061,0.9365889212827988,0.9783165430340878,0.219378637618759,0.9336734693877552,0.9794763366738112,CBAM CNN
55,0.1787649362019477,0.9424198250728864,0.980236878637876,0.212888734073055,0.9336734693877552,0.9799803046979088,CBAM CNN
56,0.1798849001570276,0.9438775510204082,0.9797904498289044,0.2065681387372568,0.935374149659864,0.9797717662051788,CBAM CNN
57,0.1801221563478079,0.940597667638484,0.9793690295467764,0.2090513037175548,0.9336734693877552,0.9803046979088224,CBAM CNN
58,0.1818220491572649,0.9402332361516036,0.9796026198294204,0.225392692348584,0.9336734693877552,0.978897063082894,CBAM CNN
59,0.1807814681408356,0.9424198250728864,0.9794084046741468,0.2176671824893173,0.9319727891156464,0.9794763366738112,CBAM CNN
60,0.182100552424745,0.9395043731778424,0.9786214342230516,0.2095671107574385,0.9336734693877552,0.9801772577188206,CBAM CNN
